,Iteration,Time,Learning Rate,Batch Size,Train Loss,Val Loss
0,0.0,0.0075157,0.0,1.0,-100.0,10.982
1,394.0,721.68,0.00059996,2.0,0.4206,6.2766
2,786.0,1440.8,0.0005997,2.0,0.41608,6.038
3,1178.0,2160.5,0.00059923,2.0,0.42683,5.802
4,1512.0,2881.5,0.00059854,3.0,0.41659,5.5407
5,1774.0,3601.4,0.00059763,3.0,0.42274,5.3509
6,2036.0,4321.4,0.00059649,3.0,0.41963,5.1762
7,2298.0,5041.1,0.00059514,3.0,0.425,5.1006
8,2502.0,5762.9,0.00059357,4.0,0.42004,4.9551
9,2698.0,6480.3,0.00059179,4.0,0.41832,4.9071
10,2895.0,7201.3,0.00058978,4.0,0.41979,4.8407
11,3078.0,7921.2,0.00058757,5.0,0.42666,4.719
12,3236.0,8643.7,0.00058514,5.0,0.4264,4.6429
13,3393.0,9361.8,0.00058251,5.0,0.42168,4.6235
14,3551.0,10084.0,0.00057966,5.0,0.42367,4.5577
15,3687.0,10802.0,0.00057662,6.0,0.42359,4.4758
16,3818.0,11521.0,0.00057338,6.0,0.42321,4.4677
17,3949.0,12240.0,0.00056993,6.0,0.42473,4.4588
18,4076.0,12963.0,0.00056628,7.0,0.42112,4.3914
19,4188.0,13680.0,0.00056245,7.0,0.42436,4.3529
20,4301.0,14404.0,0.0005584,7.0,0.42222,4.3529
21,4413.0,15121.0,0.0005542,7.0,0.42517,4.2917
22,4516.0,15844.0,0.00054978,8.0,0.42263,4.2475
23,4614.0,16561.0,0.00054522,8.0,0.42511,4.2499
24,4713.0,17286.0,0.00054043,8.0,0.42356,4.2233
25,4809.0,18000.0,0.00053554,9.0,0.42415,4.1968
26,4897.0,18724.0,0.00053041,9.0,0.42526,4.1962
27,4984.0,19440.0,0.00052517,9.0,0.42222,4.2271
28,5072.0,20165.0,0.00051971,9.0,0.42303,4.1243
29,5154.0,20883.0,0.00051415,10.0,0.42181,4.1385
30,5233.0,21606.0,0.00050839,10.0,0.42291,4.1101
31,5312.0,22329.0,0.00050249,10.0,0.42146,4.0929
32,5390.0,23046.0,0.0004965,11.0,0.42143,4.091
33,5462.0,23770.0,0.00049031,11.0,0.42061,4.0732
34,5533.0,24484.0,0.00048406,11.0,0.41974,4.0318
35,5605.0,25209.0,0.00047761,11.0,0.42539,4.0488
36,5673.0,25924.0,0.00047113,12.0,0.42455,4.0688
37,5739.0,26648.0,0.00046443,12.0,0.42023,3.9886
38,5804.0,27362.0,0.00045773,12.0,0.42272,3.9894
39,5870.0,28086.0,0.00045081,12.0,0.42349,4.0088
40,5931.0,28809.0,0.00044383,13.0,0.42381,3.9841
41,5991.0,29523.0,0.00043683,13.0,0.42303,3.965
42,6052.0,30249.0,0.00042962,13.0,0.42305,3.9576
43,6111.0,30972.0,0.00042237,14.0,0.42412,3.9519
44,6167.0,31689.0,0.00041509,14.0,0.42485,3.8995
45,6223.0,32407.0,0.00040774,14.0,0.42292,3.9093
46,6279.0,33124.0,0.00040032,14.0,0.41995,3.9302
47,6332.0,33845.0,0.00039283,15.0,0.42367,3.9466
48,6385.0,34573.0,0.00038519,15.0,0.42326,3.9078
