,Iteration,Time,Learning Rate,Batch Size,Train Loss,Val Loss
0,0.0,0.0069845,0.0,1.0,-100.0,10.547
1,402.0,721.0,0.00059996,2.0,0.42812,6.4584
2,802.0,1440.2,0.00059971,2.0,0.42722,6.0406
3,1203.0,2160.4,0.00059923,2.0,0.43389,5.7148
4,1544.0,2881.1,0.00059854,3.0,0.43131,5.4893
5,1811.0,3600.7,0.00059763,3.0,0.42646,5.3019
6,2079.0,4322.6,0.00059649,3.0,0.43153,5.2736
7,2346.0,5041.6,0.00059514,3.0,0.42837,5.1737
8,2553.0,5760.5,0.00059357,4.0,0.43504,4.9345
9,2754.0,6482.2,0.00059178,4.0,0.42707,4.9022
10,2954.0,7201.3,0.00058978,4.0,0.42699,4.8055
11,3141.0,7923.8,0.00058756,5.0,0.42867,4.7297
12,3301.0,8641.6,0.00058515,5.0,0.43166,4.7078
13,3462.0,9364.2,0.0005825,5.0,0.43068,4.7151
14,3622.0,10082.0,0.00057967,5.0,0.42318,4.673
15,3761.0,10802.0,0.00057662,6.0,0.42822,4.6443
16,3895.0,11523.0,0.00057337,6.0,0.42812,4.5908
17,4029.0,12245.0,0.00056991,6.0,0.42878,4.5568
18,4158.0,12965.0,0.00056627,7.0,0.42858,4.4529
19,4272.0,13680.0,0.00056245,7.0,0.42926,4.5298
20,4387.0,14402.0,0.00055841,7.0,0.42957,4.4573
21,4502.0,15125.0,0.00055417,7.0,0.42828,4.5048
22,4606.0,15841.0,0.0005498,8.0,0.43023,4.4295
23,4707.0,16567.0,0.00054518,8.0,0.42685,4.427
24,4807.0,17285.0,0.00054043,8.0,0.4313,4.3943
25,4905.0,18001.0,0.00053553,9.0,0.42853,4.3483
26,4994.0,18720.0,0.00053044,9.0,0.43111,4.3497
27,5084.0,19448.0,0.00052512,9.0,0.42671,4.2825
28,5173.0,20167.0,0.00051969,9.0,0.4305,4.346
29,5256.0,20880.0,0.00051417,10.0,0.42846,4.2817
30,5337.0,21608.0,0.00050837,10.0,0.42831,4.3158
31,5417.0,22327.0,0.0005025,10.0,0.43069,4.2947
32,5496.0,23040.0,0.00049654,11.0,0.4277,4.273
33,5569.0,23762.0,0.00049037,11.0,0.42823,4.1991
34,5642.0,24483.0,0.00048407,11.0,0.42664,4.2587
35,5715.0,25205.0,0.00047764,11.0,0.42878,4.2316
36,5785.0,25928.0,0.00047108,12.0,0.4274,4.2777
37,5851.0,26640.0,0.0004645,12.0,0.42312,4.1446
38,5918.0,27363.0,0.00045772,12.0,0.42445,4.1683
39,5985.0,28085.0,0.00045083,12.0,0.4291,4.2346
40,6047.0,28806.0,0.00044386,13.0,0.42915,4.1377
41,6109.0,29530.0,0.00043676,13.0,0.4263,4.1975
42,6170.0,30242.0,0.00042968,13.0,0.42962,4.1453
43,6230.0,30964.0,0.00042245,14.0,0.42685,4.1552
