,Iteration,Time,Learning Rate,Batch Size,Train Loss,Val Loss
0,0.0,1.3113e-05,0.0,1.0,0.0,10.986
1,991.0,720.19,0.00059996,1.0,0.0,6.2829
2,1982.0,1440.1,0.0005997,1.0,0.0,6.0955
3,2972.0,2160.1,0.00059923,1.0,0.0,5.9551
4,3962.0,2880.5,0.00059854,1.0,0.0,5.8047
5,4952.0,3600.3,0.00059762,1.0,0.0,5.708
6,5942.0,4320.1,0.00059649,1.0,0.0,5.5942
7,6933.0,5040.6,0.00059514,1.0,0.0,5.5326
8,7923.0,5760.6,0.00059357,1.0,0.0,5.3947
9,8913.0,6480.8,0.00059178,1.0,0.0,5.3741
10,9902.0,7200.3,0.00058978,1.0,0.0,5.2956
11,10892.0,7920.2,0.00058756,1.0,0.0,5.2566
12,11883.0,8640.5,0.00058514,1.0,0.0,5.1353
13,12873.0,9360.3,0.0005825,1.0,0.0,5.1079
14,13863.0,10080.0,0.00057966,1.0,0.0,5.0817
15,14854.0,10801.0,0.00057661,1.0,0.0,5.0164
16,15844.0,11520.0,0.00057336,1.0,0.0,4.9808
17,16834.0,12241.0,0.00056991,1.0,0.0,4.9357
18,17824.0,12961.0,0.00056626,1.0,0.0,4.9433
19,18813.0,13681.0,0.00056242,1.0,0.0,4.9021
20,19802.0,14400.0,0.00055839,1.0,0.0,4.9076
21,20791.0,15120.0,0.00055417,1.0,0.0,4.899
22,21781.0,15840.0,0.00054976,1.0,0.0,4.8494
23,22771.0,16561.0,0.00054518,1.0,0.0,4.8829
24,23760.0,17280.0,0.00054042,1.0,0.0,4.8659
25,24749.0,18000.0,0.00053548,1.0,0.0,4.8781
26,25738.0,18721.0,0.00053038,1.0,0.0,4.7696
27,26727.0,19441.0,0.00052511,1.0,0.0,4.7803
28,27715.0,20160.0,0.00051969,1.0,0.0,4.7921
29,28703.0,20880.0,0.0005141,1.0,0.0,4.812
30,29692.0,21601.0,0.00050837,1.0,0.0,4.7518
31,30680.0,22320.0,0.00050249,1.0,0.0,4.7234
32,31669.0,23040.0,0.00049647,1.0,0.0,4.7385
